Especie	Nombre_comun	HabitatVerbatim	CosteTotalUSD_2017_tipo_cambio	CosteAnualUSD_2017_tipo_cambio	Impacted_sector	Type_of_cost	Type_of_cost_merged	Management_type	Reference_title	Authors	Abstract
Solenopsis invicta	Hormiga de fuego importada roja		48605.29	48605.29	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		71991.20	71991.20	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		82348.09	82348.09	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		74591.15	74591.15	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		37683.92	37683.92	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		97004.76	97004.76	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		239093.37	239093.37	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		210810.48	210810.48	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		84566.38	84566.38	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		487404.48	487404.48	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		205618.42	205618.42	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		131193.60	131193.60	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		381192.74	381192.74	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		239689.11	239689.11	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		135742.12	135742.12	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja		87434.66	87434.66	Authorities-Stakeholders	Research	Management	Knowledge funding	Analysis of Projects about Hormiga de fuego importada rojas (Solenopsis invicta Buren) Supported by the National Natural Science Foundation of China (NSFC) in 2003-2019	Wu et al.	The Hormiga de fuego importada roja (RIFA)， Solenopsis invicta Buren,  was one of the most dangerous creatures in the world. The progress reports of RIFA projects supported by the National Natural Science Foundation of China (NSFC) in 2003-2019 were searched by ISIS, NSFC, Medsci and Let Pub, and analyzed statistically by Excel 2007. Results indicated that fund assistance generally showed a trend of wavy rise. The research contents involved from preliminary understanding to diversified control and comprehensive utilization. But the type, quantity and sum of money of the funding projects were too small, and the project didn’t slant towards the hardest-hit areas. Suggested that the NSFC should strengthen interdisciplinary research of multidisciplinary， multidomain and multiregion to make the research diversified, international and new, and increase funding to South China and other most affected areas.
Solenopsis invicta	Hormiga de fuego importada roja	Industrial area	697738.94	697738.94	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	National Hormiga de fuego importada roja eradication program - Port Botany - Pest Free Area Report - 28 November 2016	NSW Department of Primary Industries	NBMG agreed to declare `area freedom’ on the second anniversary of the incursion on 28 November 2016, contingent on no further detections. As there have been no further detections, the eradication of the Port Botany outbreak of Hormiga de fuego importada rojas is now formally completed. This report is submitted to support declaration of area freedom.
Solenopsis invicta	Hormiga de fuego importada roja	Industrial area	79695.89	79695.89	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	National Hormiga de fuego importada roja eradication program - Port Botany - Pest Free Area Report - 28 November 2016	NSW Department of Primary Industries	NBMG agreed to declare `area freedom’ on the second anniversary of the incursion on 28 November 2016, contingent on no further detections. As there have been no further detections, the eradication of the Port Botany outbreak of Hormiga de fuego importada rojas is now formally completed. This report is submitted to support declaration of area freedom.
Solenopsis invicta	Hormiga de fuego importada roja	Airport	606794.24	151698.56	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	National Hormiga de fuego importada roja Eradication Program –  Brisbane Airport (2015) - Proof of freedom from the Brisbane Airport (2015) incursion report - June 2018	Queensland Biosecurity	The two passes of surveillance in the 500 m zone with no detection of fire ants by the odour detection dogs confirms destruction of all Brisbane Airport related incursion and provides the main evidence for proof of freedom under the Response Plan. Therefore, eradication of fire ants can now be declared for the Brisbane Airport incursion.
Solenopsis invicta	Hormiga de fuego importada roja	Residential area	250387.98	50077.60	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	Personal records, Ben Hoffmann	Ben Hoffmann	
Solenopsis invicta	Hormiga de fuego importada roja	Residential area	109400.89	36466.96	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	Personal records, Ben Hoffmann	Ben Hoffmann	
Solenopsis invicta	Hormiga de fuego importada roja	Residential area	23195.05	23195.05	Authorities-Stakeholders	Eradication	Management	Post-invasion_management	Personal records, Ben Hoffmann	Ben Hoffmann	
Solenopsis invicta	Hormiga de fuego importada roja		20808473.56	20808473.56	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		32989625.89	32989625.89	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		40315214.76	40315214.76	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		31037583.14	31037583.14	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		22131490.49	22131490.49	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		12748157.76	12748157.76	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		12149071.94	12149071.94	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		10988978.91	10988978.91	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		14995982.68	14995982.68	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		23268743.07	23268743.07	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		23966757.29	23966757.29	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		18637894.32	18637894.32	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		16794509.45	16794509.45	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		13543728.02	13543728.02	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		14235963.40	14235963.40	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		14693911.72	14693911.72	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja		1373432.45	1373432.45	Authorities-Stakeholders	Control	Management	Post-invasion_management	Response by email to the request for information by Ben Hoffmann for the InvaCost project	Ross Wylie, RIFA program, Queensland Biosecurity	
Solenopsis invicta	Hormiga de fuego importada roja	Eggplant plantations	136587.72	136587.72	Agriculture	Damage-loss	Damage	NA	Destruction of Eggplants in Marion County - Florida by Hormiga de fuego importada rojas (Hymenoptera: Formicidae)	Adams CT	
Solenopsis invicta	Hormiga de fuego importada roja		13795660.91	13795660.91	Forestry	Damage-Loss/Damage repair	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	n Australia, a national eradication programme for the Hormiga de fuego importada roja (Solenopsis invicta Buren), one of the world’s most invasive species, has been in operation since 2001 when the pest was first detected in Brisbane, Queensland. Since that time, four separate incursions of this ant have been successfully eradicated from this country, but the main Brisbane population remains. Cost-benefit analyses already conducted put the likely impact of Hormiga de fuego importada roja in Australia, if not eradicated, at between A$8.5 and A $45 billion. Despite this, ongoing funding for the eradication programme is not assured. A recent external review has concluded that it remains technically feasible, cost beneficial and in the national interest to eradicate. In support of previous analyses, our study high- lights some of the potential impacts of Hormiga de fuego importada roja in Australia in more detail and provides case examples. Results show that adverse impacts are likely in most sectors of the economy, and will be felt not only by agricultural industries, but also the building and construction, tourism, electrical and communications industries. In addition to industry effects, there will also be negative impacts on public health and lifestyle, the environment and infrastructure such as main roads, airports and schools. Our estimates of potential cost impacts in the case examples where extrapolation was possible exceed A$1.65 billion/year and support previous predictions. We conclude that increased spending is justified to avert ‘invasion debt’ – the future cost of battling pests that escape today. This is a war that Aus- tralia cannot afford to lose.
Solenopsis invicta	Hormiga de fuego importada roja		239280815.73	239280815.73	Agriculture	Damage-loss	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	n Australia, a national eradication programme for the Hormiga de fuego importada roja (Solenopsis invicta Buren), one of the world’s most invasive species, has been in operation since 2001 when the pest was first detected in Brisbane, Queensland. Since that time, four separate incursions of this ant have been successfully eradicated from this country, but the main Brisbane population remains. Cost-benefit analyses already conducted put the likely impact of Hormiga de fuego importada roja in Australia, if not eradicated, at between A$8.5 and A $45 billion. Despite this, ongoing funding for the eradication programme is not assured. A recent external review has concluded that it remains technically feasible, cost beneficial and in the national interest to eradicate. In support of previous analyses, our study high- lights some of the potential impacts of Hormiga de fuego importada roja in Australia in more detail and provides case examples. Results show that adverse impacts are likely in most sectors of the economy, and will be felt not only by agricultural industries, but also the building and construction, tourism, electrical and communications industries. In addition to industry effects, there will also be negative impacts on public health and lifestyle, the environment and infrastructure such as main roads, airports and schools. Our estimates of potential cost impacts in the case examples where extrapolation was possible exceed A$1.65 billion/year and support previous predictions. We conclude that increased spending is justified to avert ‘invasion debt’ – the future cost of battling pests that escape today. This is a war that Aus- tralia cannot afford to lose.
Solenopsis invicta	Hormiga de fuego importada roja		99060654.09	99060654.09	Agriculture	Damage-loss	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	n Australia, a national eradication programme for the Hormiga de fuego importada roja (Solenopsis invicta Buren), one of the world’s most invasive species, has been in operation since 2001 when the pest was first detected in Brisbane, Queensland. Since that time, four separate incursions of this ant have been successfully eradicated from this country, but the main Brisbane population remains. Cost-benefit analyses already conducted put the likely impact of Hormiga de fuego importada roja in Australia, if not eradicated, at between A$8.5 and A $45 billion. Despite this, ongoing funding for the eradication programme is not assured. A recent external review has concluded that it remains technically feasible, cost beneficial and in the national interest to eradicate. In support of previous analyses, our study high- lights some of the potential impacts of Hormiga de fuego importada roja in Australia in more detail and provides case examples. Results show that adverse impacts are likely in most sectors of the economy, and will be felt not only by agricultural industries, but also the building and construction, tourism, electrical and communications industries. In addition to industry effects, there will also be negative impacts on public health and lifestyle, the environment and infrastructure such as main roads, airports and schools. Our estimates of potential cost impacts in the case examples where extrapolation was possible exceed A$1.65 billion/year and support previous predictions. We conclude that increased spending is justified to avert ‘invasion debt’ – the future cost of battling pests that escape today. This is a war that Aus- tralia cannot afford to lose.
Solenopsis invicta	Hormiga de fuego importada roja	Highway	6.71	6.71	Public and social welfare	Damage repair	Damage	NA	Agricultural and Medical Impact of the Imported Fire Ants	Adams CT. In Fire Ants and Leaf-Cutting Ants. Biology and Management. 	
Solenopsis invicta	Hormiga de fuego importada roja		128140510.61	128140510.61	Health	Medical costs	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	n Australia, a national eradication programme for the Hormiga de fuego importada roja (Solenopsis invicta Buren), one of the world’s most invasive species, has been in operation since 2001 when the pest was first detected in Brisbane, Queensland. Since that time, four separate incursions of this ant have been successfully eradicated from this country, but the main Brisbane population remains. Cost-benefit analyses already conducted put the likely impact of Hormiga de fuego importada roja in Australia, if not eradicated, at between A$8.5 and A $45 billion. Despite this, ongoing funding for the eradication programme is not assured. A recent external review has concluded that it remains technically feasible, cost beneficial and in the national interest to eradicate. In support of previous analyses, our study high- lights some of the potential impacts of Hormiga de fuego importada roja in Australia in more detail and provides case examples. Results show that adverse impacts are likely in most sectors of the economy, and will be felt not only by agricultural industries, but also the building and construction, tourism, electrical and communications industries. In addition to industry effects, there will also be negative impacts on public health and lifestyle, the environment and infrastructure such as main roads, airports and schools. Our estimates of potential cost impacts in the case examples where extrapolation was possible exceed A$1.65 billion/year and support previous predictions. We conclude that increased spending is justified to avert ‘invasion debt’ – the future cost of battling pests that escape today. This is a war that Aus- tralia cannot afford to lose.
Solenopsis invicta	Hormiga de fuego importada roja		103566942.67	103566942.67	Public and social welfare	Damage repair	Damage	NA	Hormiga de fuego importada roja in australia: what if we lose the war?	Wylie F Ross & Janssen-May Sharon	n Australia, a national eradication programme for the Hormiga de fuego importada roja (Solenopsis invicta Buren), one of the world’s most invasive species, has been in operation since 2001 when the pest was first detected in Brisbane, Queensland. Since that time, four separate incursions of this ant have been successfully eradicated from this country, but the main Brisbane population remains. Cost-benefit analyses already conducted put the likely impact of Hormiga de fuego importada roja in Australia, if not eradicated, at between A$8.5 and A $45 billion. Despite this, ongoing funding for the eradication programme is not assured. A recent external review has concluded that it remains technically feasible, cost beneficial and in the national interest to eradicate. In support of previous analyses, our study high- lights some of the potential impacts of Hormiga de fuego importada roja in Australia in more detail and provides case examples. Results show that adverse impacts are likely in most sectors of the economy, and will be felt not only by agricultural industries, but also the building and construction, tourism, electrical and communications industries. In addition to industry effects, there will also be negative impacts on public health and lifestyle, the environment and infrastructure such as main roads, airports and schools. Our estimates of potential cost impacts in the case examples where extrapolation was possible exceed A$1.65 billion/year and support previous predictions. We conclude that increased spending is justified to avert ‘invasion debt’ – the future cost of battling pests that escape today. This is a war that Aus- tralia cannot afford to lose.
